run,n_estimators,max_depth,min_samples_leaf,max_features,use_log_target,q_clip_max,cal_frac,n_train,n_cal,rmse,mae,r2,picp,elapsed_s
188,2000,15,2,log2,False,0.35,0.25,23135,7712,0.034483861990994936,0.018018484693060537,0.3902589473615664,0.9380186721991701,36.598252058029175
189,500,50,1,log2,False,0.25,0.15,25854,4563,0.025630448407816548,0.014577799327796572,0.41558418540287567,0.8665351742274819,22.87248706817627
190,1500,30,5,0.3,True,0.2,0.25,22568,7523,0.021995804255488666,0.013446469466605885,0.4615521069211229,0.9143958527183305,39.106261014938354
191,2000,None,5,0.4,False,0.35,0.2,24677,6170,0.03430551007011413,0.017057257984877523,0.41656561608738596,0.9168557536466775,73.90222001075745
192,2000,20,2,sqrt,False,0.3,0.25,22950,7650,0.02796308665230344,0.015377228673853495,0.42864898450862166,0.9256209150326797,46.141700744628906
193,1000,40,2,0.7,False,0.225,0.15,25749,4545,0.02313984574611613,0.01363445801029207,0.46036822909539676,0.9020902090209021,65.28499007225037
194,500,25,3,0.7,True,0.3,0.1,27540,3060,0.026935800420776056,0.014677341168515275,0.46050190174663863,0.9156862745098039,29.96746015548706
195,2000,None,3,0.4,False,0.25,0.25,22812,7605,0.025170507010139224,0.01448644154059071,0.4444236605816293,0.908612754766601,73.07515025138855
196,2000,30,5,0.6,False,0.3,0.25,22950,7650,0.02782586539183846,0.015273665962731166,0.4342427260312187,0.9184313725490196,81.33673095703125
197,1000,40,1,0.6,False,0.3,0.15,26010,4590,0.02795708646975348,0.015220844522878845,0.42066639164829467,0.8684095860566449,74.21502828598022
198,2000,None,1,0.6,False,0.25,0.25,22812,7605,0.025900904423828114,0.014807373714322294,0.41171242853972734,0.8704799474030244,127.68550395965576
199,1500,20,2,sqrt,True,0.35,0.1,27762,3085,0.034026243959162226,0.017191583195014307,0.46967448799060274,0.9225283630470016,43.28848695755005
200,2000,30,5,log2,False,0.35,0.2,24677,6170,0.034368162034571284,0.01713348348996857,0.4144326241123931,0.9220421393841167,45.62050485610962
