feature,sigma,cv_r2
GEOID,2.125,0.43253613710403443
GEOID,2.392857142857143,0.4324532628059387
GEOID,2.6607142857142856,0.4323845624923706
GEOID,2.9285714285714284,0.43232800960540774
GEOID,3.196428571428571,0.4322813510894775
GEOID,3.4642857142857144,0.4322425961494446
GEOID,3.732142857142857,0.43221019506454467
GEOID,4.0,0.43218294382095335
REVEAL_VP90VS60,0.25,0.4250896692276001
REVEAL_VP90VS60,0.5178571428571428,0.43170325756072997
REVEAL_VP90VS60,0.7857142857142857,0.4325374364852905
REVEAL_VP90VS60,1.0535714285714286,0.4327383041381836
REVEAL_VP90VS60,1.3214285714285714,0.4328065633773804
REVEAL_VP90VS60,1.5892857142857142,0.43283694982528687
REVEAL_VP90VS60,1.8571428571428572,0.43285303115844725
REVEAL_VP90VS60,2.125,0.4328626155853271
REVEAL_VP90VS60,2.392857142857143,0.432868754863739
REVEAL_VP90VS60,2.6607142857142856,0.43287291526794436
REVEAL_VP90VS60,2.9285714285714284,0.43287588357925416
REVEAL_VP90VS60,3.196428571428571,0.4328780651092529
REVEAL_VP90VS60,3.4642857142857144,0.43287978172302244
REVEAL_VP90VS60,3.732142857142857,0.4328810691833496
REVEAL_VP90VS60,4.0,0.4328820824623108
REVEAL_S90,0.25,0.429324734210968
REVEAL_S90,0.5178571428571428,0.4325054883956909
REVEAL_S90,0.7857142857142857,0.432728636264801
REVEAL_S90,1.0535714285714286,0.43277122974395754
REVEAL_S90,1.3214285714285714,0.43278290033340455
REVEAL_S90,1.5892857142857142,0.43278687000274657
REVEAL_S90,1.8571428571428572,0.43278841972351073
REVEAL_S90,2.125,0.4327890515327454
REVEAL_S90,2.392857142857143,0.43278932571411133
REVEAL_S90,2.6607142857142856,0.43278942108154295
REVEAL_S90,2.9285714285714284,0.43278945684432985
REVEAL_S90,3.196428571428571,0.4327894687652588
REVEAL_S90,3.4642857142857144,0.43278945684432985
REVEAL_S90,3.732142857142857,0.4327894330024719
REVEAL_S90,4.0,0.4327893853187561
LAB,0.25,0.42688539028167727
LAB,0.5178571428571428,0.4324787616729736
LAB,0.7857142857142857,0.4328807473182678
LAB,1.0535714285714286,0.432743513584137
LAB,1.3214285714285714,0.4325797915458679
LAB,1.5892857142857142,0.43245530128479004
LAB,1.8571428571428572,0.43236626386642457
LAB,2.125,0.4323023796081543
LAB,2.392857142857143,0.4322556734085083
LAB,2.6607142857142856,0.4322207570075989
LAB,2.9285714285714284,0.4321941137313843
