run,n_estimators,max_depth,min_samples_leaf,max_features,use_log_target,q_clip_max,cal_frac,n_train,n_cal,rmse,mae,r2,picp,elapsed_s
187,1000,50,3,0.6,False,0.25,0.2,24333,6084,0.02502525095189869,0.014342396253670111,0.4432355291177683,0.9076265614727154,42.65755534172058
188,2000,15,2,log2,False,0.35,0.25,23135,7712,0.03467460302305902,0.01814567936253545,0.3834949549267904,0.9367219917012448,38.078470945358276
189,500,50,1,log2,False,0.25,0.15,25854,4563,0.02555159557566256,0.01463365931200633,0.4191745989447252,0.8746438746438746,24.42467188835144
190,1500,30,5,0.3,True,0.2,0.25,22568,7523,0.02216574152816226,0.01364589011351561,0.453199983562108,0.9166555895254552,35.638103008270264
191,2000,None,5,0.4,False,0.35,0.2,24677,6170,0.034478398296269995,0.01719334433630004,0.410670171988059,0.920259319286872,60.48044490814209
192,2000,20,2,sqrt,False,0.3,0.25,22950,7650,0.028039886930590337,0.015500885212383301,0.4255062574294931,0.927843137254902,49.00692009925842
193,1000,40,2,0.7,False,0.225,0.15,25749,4545,0.0232010795917825,0.013718197149334654,0.4575084477517136,0.9051705170517051,55.3692889213562
194,500,25,3,0.7,True,0.3,0.1,27540,3060,0.02705794977997818,0.014781894593161076,0.45559773946220716,0.9169934640522875,24.930899143218994
195,2000,None,3,0.4,False,0.25,0.25,22812,7605,0.02521233713885733,0.014570413750221613,0.44257553407566586,0.9141354372123602,63.896499156951904
196,2000,30,5,0.6,False,0.3,0.25,22950,7650,0.027856691388740987,0.015343768991178702,0.4329885194201659,0.9215686274509803,71.58090424537659
197,1000,40,1,0.6,False,0.3,0.15,26010,4590,0.02801727422398401,0.01527379834952818,0.4181692557093861,0.8762527233115468,67.62128400802612
198,2000,None,1,0.6,False,0.25,0.25,22812,7605,0.025768968427578108,0.014778007610810556,0.4176904918252998,0.8782380013149244,117.89756608009338
199,1500,20,2,sqrt,True,0.35,0.1,27762,3085,0.03427437689965324,0.017279988797757034,0.46191159551679695,0.9215559157212317,43.65013408660889
200,2000,30,5,log2,False,0.35,0.2,24677,6170,0.03465645225907874,0.01731355263159721,0.4045675997308905,0.9254457050243112,46.893150091171265
